sentiment_coeff,sentence,sentiment,sentiment_rate
"[24.60614524637703, 10.794382805561996, 8.38560672100541, 10.592601829559444, 11.005619920945882, 27.03235144753129, 25.284310090541325, 13.85095710342176, 16.435238362475104, 5.577070017402591, 22.88279881445002, 0, 24.60614524637703]",pak katanya tanggal 10 april ini mau dikasih kok gk ada masuk2 pak,1,15.465632892742223
"[24.60614524637703, 10.794382805561996, 8.38560672100541, 10.592601829559444, 11.005619920945882, 27.03235144753129, 25.284310090541325, 13.85095710342176, 16.435238362475104, 5.577070017402591, 22.88279881445002, 0, 24.60614524637703]",pak katanya tanggal 10 april ini mau dikasih kok gk ada masuk2 pak,1,15.465632892742223
"[3.8017729602430297, 10.551355744638256, 0, 16.435238362475104, 0]",kemana nih janjinya kok ngilang,1,6.157673413471278
"[27.03235144753129, 8.38560672100541, 0, 7.694372766590685, 15.07277324632768, 8.833489733246774, 22.88279881445002, 2.7456885997833442, 21.204059676660677]",ini tanggal 11 kuotanya masih blm ada apakabar telkom,1,12.650126778399542
"[15.879250785867304, 0, 11.005619920945882, 3.2941699939576594, 0, 14.788501147829427, 6.668485919890897]",ga taunya april mop ambyar langsung wkwk,1,7.376575395498739
[9.592957148117275],lama,1,9.592957148117275
"[23.11647120433754, 14.094140046934225, 0, 24.60614524637703, 7.351743401447148, 5.2703060756865705, 4.974366438051705, 27.03235144753129, 20.439488831012753, 0, 21.04566292176771, 27.058805467637313, 19.891639781166845, 7.7343958662070085]",mohon info selanjutnya pak perihal kapan pulsa ini diberikan kpd mahasiswa kami semua menunggu,1,14.472536909154082
"[20.819783390900547, 9.331398626875435, 11.417174756894891, 11.276995030695806, 0, 27.03235144753129, 0, 20.381504951756035, 0, 20.819146806675157, 20.125481828339538, 24.60614524637703, 14.733252144536689, 25.670098798085004, 16.16680262924563, 0, 8.227668688888146]",sudah satu minggu setelah postingan ini muncul hanya muncul saja ya pak gak di kasih kejelasan lg,1,13.565164961576542
"[7.75550262385769, 10.551355744638256, 0, 7.298321574963803, 9.592957148117275, 11.292989608695082, 18.96129084884488, 0, 24.833945697115738, 7.602821154754111]",mana nih realisasinya ko lama banget udah seminggu lebih loh,1,9.788918440098684
"[11.005619920945882, 3.2941699939576594, 10.551355744638256, 10.548506411991664]",april mop nih sedih,1,8.849913017883367
"[7.405840275523034, 5.2703060756865705, 10.551355744638256, 25.670098798085004, 6.934395957484648, 14.76785330469702, 17.567245391306468, 25.284310090541325, 0, 10.551355744638256]",halo kapan nih di kirim subsidinya udh mau asessment nih,1,12.400276138260057
"[10.794382805561996, 0, 9.720037925357095, 10.375484016709349, 10.592601829559444, 15.54404129497309, 27.058805467637313, 15.07277324632768, 22.663867830218088, 0, 8.992201925714136, 7.618307022385751]",katanya realisasi sampe tgl 10 tapi kami masih belum menerima terus pakk,1,11.536041947036997
"[12.608562517959507, 15.58640915603588, 7.75550262385769, 10.551355744638256, 20.400002087964094, 21.743351687956963, 0, 0, 7.456935867061381]",tel u mana nih kuota nya ganyampe nyampe (,1,10.678013298385974
"[13.6524301328229, 27.72594088605488, 0, 8.905597841648861, 15.58640915603588, 8.791752838354096, 20.125481828339538, 12.612567376949887, 13.811511003396197, 13.107410512953546, 13.107410512953546, 17.030621719722305, 12.638755390065596, 5.958419462765267, 0, 0, 23.949859845910467, 25.670098798085004, 9.462908575770305, 17.030621719722305, 5.168071128153434, 7.351743401447148, 0, 0, 9.01261759507882, 0, 23.557310129908487, 11.016043814894235, 29.67113496319793, 9.01261759507882, 0, 28.038398044701818, 21.054195874878666, 22.88279881445002, 7.7481920935928, 22.69505775487729, 15.154276198608368, 8.905597841648861, 15.58640915603588, 7.268261216450961, 16.424541165590494]",kak untuk provder by u gimana ya kan itu sama sama dari telkomsel tuh slightly frowning face di informasi dari fakultas perihal ketidak sesuaian no hp juga nama dan no hp saya tidak ada berarti bisa dong by u dapet subsidi,1,12.675977180247429
"[0, 16.435238362475104, 22.663867830218088, 0, 20.125481828339538]",aduh kok belum dapat2 ya,1,11.844917604206547
"[8.791752838354096, 10.551355744638256, 16.077804316996474, 22.663867830218088, 0]",gimana nih min belum terealisasikan,1,11.616956146041382
"[24.60614524637703, 8.905597841648861, 15.58640915603588, 23.557310129908487, 0]",pak by u juga donggggggg,1,14.53109247479405
"[13.296965097814006, 3.1046562165621303, 13.296965097814006, 3.1046562165621303, 7.496338617675973, 7.496338617675973, 7.496338617675973]",heart suit heart suit fire fire fire,1,7.898894068825742
"[24.60614524637703, 6.5207091992145845, 6.267051866427909, 21.967258484815744, 20.223691517441853, 13.931538421954992, 13.901446873578898, 15.8816602641892, 15.702596867252138]",pak saldo link aja rolling on the floor laughing,1,15.444677637916929
"[27.03235144753129, 8.444716662454697, 0, 8.791752838354096, 20.125481828339538]",ini cara ngeclaimnya gimana ya,1,12.878860555335923
"[20.462859342017907, 5.696290220657556, 13.65956464817592, 8.791752838354096, 20.223691517441853, 13.931538421954992, 13.901446873578898, 15.8816602641892, 15.702596867252138]",kalo pakai wifi gimana rolling on the floor laughing,1,14.250155665958061
"[9.597601394467583, 6.5207091992145845, 6.267051866427909, 21.967258484815744, 22.34959285909023, 14.788501147829427, 17.924818148284746, 20.400002087964094, 22.69505775487729, 0, 7.962105435704973, 8.727164529072969, 8.429576033808777, 20.793529754531342, 13.65956464817592, 23.557310129908487, 22.69505775487729, 5.131999533056142]",mending saldo link aja buat langsung beli kuota bisa san pengguna provider lain atau wifi juga bisa '),1,14.08149448678375
"[-1.1007144295206477, 15.154276198608368, 24.60614524637703]",linkaja dong pak,1,12.886569005154916
"[18.96129084884488, 25.670098798085004, 0, 7.846991266118112, 16.435238362475104, 15.879250785867304, 0, 23.557310129908487, 3.2848455768513767]",udah di update cuma kok ga msuk juga yak,1,12.403891752016698
"[24.60614524637703, 6.152804392110045, 21.743351687956963, 21.967258484815744, 11.66650972045176, 24.60614524637703, 23.091829314617673, 28.038398044701818, 16.160470069993472, 3.6882708169228415, 10.548506411991664]",pak mentahan nya aja deh pak karena saya pake tri sedih,1,17.479062676028732
"[5.2703060756865705, 10.551355744638256, 22.69505775487729, 25.670098798085004, 3.1042645868576466]",kapan nih bisa di claim,1,13.458216592028956
"[0, 5.2703060756865705, 10.551355744638256, 16.424541165590494, 4.974366438051705, 22.644803515935426, 19.991453332194787, 23.949859845910467, 22.644803515935426, 19.991453332194787, 23.949859845910467]",malang kapan nih subsidi pulsa loudly crying face loudly crying face,1,15.490254801095308
"[10.548506411991664, 9.850226794727364, 0, 0, 0, 6.271217458438966, 25.284310090541325, 17.924818148284746, 0, 19.991453332194787, 23.949859845910467, 0, 0, 12.677455641351257, 0, 19.991453332194787, 23.949859845910467, 3.2298676437324865, 14.239074539068866]",sedih bgt terakhir deadline kemaren baru mau beli kartunya crying face saatnya mengiklaskan 300k q crying face clapping hands,1,9.889900162334063
"[17.372520150618058, 9.850226794727364, 28.347989528796663, 8.727164529072969, 21.743351687956963, 10.366388211083422, 12.638755390065596, 27.03235144753129, 8.795444801449408, 16.424541165590494, 21.743351687956963, 10.366388211083422, 4.172328363421072, 21.04566292176771, 0, 0]",kasian bgt yang provider nya bukan telkomsel ini mah subsidi nya bukan per mahasiswa dongg huhu,1,13.664154055695088
"[3.581895316936221, 0, 15.154276198608368, 2.641569583615108]",300 ribu dong ),1,5.344435274789925
"[3.6882708169228415, 22.69505775487729]",tri bisa,1,13.191664285900066
"[6.3923523922358765, 28.038398044701818, 17.567245391306468, 0, 0, 7.883706482934054, 0, 3.999863239625364, 5.577070017402591]",atm saya udh ksong nh transfer aj bsa gk,1,7.7176261742451295
[0],delfi,0,0.0
"[24.60614524637703, 6.152804392110045, 21.967258484815744, 28.038398044701818, 16.160470069993472, 13.65956464817592, 9.390502779574746, 28.038398044701818, 23.557310129908487, 25.284310090541325, 17.924818148284746, 17.924818148284746, 25.670098798085004, 0, 0, 22.88279881445002, 0, 0, 10.132092299437364, 24.60614524637703]",pak mentahan aja saya pake wifi soalnya saya juga mau beli beli di shope mumpung ada flash sale ni pak,1,15.799796669290965
"[7.528971945778206, 28.86007692205497, 15.07277324632768, 0, 23.557310129908487, 15.154276198608368, 24.60614524637703]",alumni yg masih anget juga dong pak,1,16.39707909843639
"[12.207052256418107, 3.1779746475787785, 15.154276198608368, 1.2299828400083792, 12.612567376949887, 20.821548799198307, 0, 9.720037925357095, 13.214383129133644, 14.815724753061126]",tiap bulan dong pakkk kan kuliah onlinenya sampe akhir semester,1,10.295354792631368
"[20.462859342017907, 0, 8.905597841648861, 15.58640915603588, 22.69505775487729, 0, 20.125481828339538, 12.612567376949887, 8.905597841648861, 15.58640915603588, 0, 12.638755390065596]",kalo nomernya by u bisa gaaa ya kan by u bagian telkomsel,1,11.459894640634976
"[0, 27.72594088605488, 7.962105435704973, 13.65956464817592]",penghamburan untuk pengguna wifi,1,12.336902742483943
"[0, 25.670098798085004, 12.659909348821733, 15.879250785867304, 22.88279881445002, 0, 6.5674789260077775, 19.991453332194787, 23.949859845910467]",yhaa~ di rumah ga ada sinyal tsel crying face,1,14.177872205704121
"[8.876679450391974, 0, 0, 21.967258484815744, 24.60614524637703, 22.34959285909023, 1.4849613566573725]",butuh fresh money aja pak buat amal,1,11.326376771047478
"[0, 4.829576267818016, 20.400002087964094, 7.005546090800098, 7.103222213733674, 5.779257572946892, 16.160470069993472, 0]",okdeh demi kuota gratis gue ganti pake simpati,1,7.659759287907031
"[0, 15.879250785867304, 7.883706482934054, 21.967258484815744]",napa ga transfer aja,1,11.432553938404276
"[17.1511958226694, 18.832596729223045, 27.058805467637313, 28.347989528796663, 14.673127362740207, 25.670098798085004, 8.275014713285497, 24.60614524637703, 27.058805467637313, 15.07277324632768, 9.096983374370769, 11.457484348113473, 9.416112802686136, 13.65956464817592, 29.67113496319793, 16.698537861929953, 11.542032013520027, 0, 0]",bagaimana dengan kami yang berada di kos pak kami masih punya paket internet wifi dan akan segera melanjutkan pembayarannya,1,16.2257053891986
"[4.974366438051705, 21.967258484815744, 0, 24.60614524637703, 10.548506411991664]",pulsa aja atu pak sedih,1,12.419255316247227
"[24.60614524637703, 7.387348689259382, 21.967258484815744, 12.661551932189285, 14.733252144536689, 9.54110520646235, 7.5789676480697175, 3.623846127489215]",pak mentahnya aja boleh gak biar kaya upi,1,12.762434434899927
[0],uwuuu,0,0.0
"[16.077804316996474, 7.528971945778206, 7.268261216450961, 23.557310129908487, 15.154276198608368, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",min alumni dapet juga dong face with tears of joy,1,15.862561099031973
"[6.490001078877856, 25.670098798085004, 6.658664518310168, 15.879250785867304, 22.69505775487729, 4.859124033365965, 16.077804316996474]",nomor di igracias ga bisa diganti min,1,14.047143040911438
"[24.60614524637703, 20.462859342017907, 25.670098798085004, 12.659909348821733, 16.160470069993472, 13.65956464817592, 8.791752838354096, 24.60614524637703, 7.456935867061381, 0, 24.833945697115738, 27.183898312779764, 20.462859342017907, 9.221475198430284, 22.34959285909023, 6.326302586245171, 13.65956464817592, 8.352994905943827, 25.670098798085004, 12.659909348821733, 24.60614524637703, 8.474641484284168, 23.949859845910467]",pak kalo di rumah pake wifi gimana pak ( alangkah lebih baik kalo uangnya buat bayar wifi bulanan di rumah pak pleading face,1,16.601094333849602
"[20.462859342017907, 0, 21.04566292176771, 7.268261216450961, 15.879250785867304, 7.456935867061381]",kalo calon mahasiswa dapet ga (,1,12.018828355527544
"[6.343299476685978, 6.3923523922358765, 18.575596242852818, 19.254742005275578, 24.833945697115738, 5.806606547564628, 16.077804316996474, 12.612567376949887, 9.125920892846773, 0, 25.670098798085004, 6.658664518310168, 22.88279881445002]",tf atm orang tua lebih bagus min kan data rekening di igracias ada,1,13.402645929182226
"[16.077804316996474, 28.347989528796663, 14.733252144536689, 5.696290220657556, 8.727164529072969, 6.5674789260077775, 8.791752838354096, 20.125481828339538, 12.627234937252053, 17.605546235834204, 7.8227875308722155, 7.268261216450961, 16.424541165590494, 12.848807946036755, 16.077804316996474, 20.793529754531342, 0, 0, 12.661551932189285, 20.462859342017907, 7.387348689259382, 21.967258484815744, 5.728275457232987, 6.934395957484648, 27.39853095151287, 9.01261759507882, 5.366817828798811, 0]",min yang gak pakai provider tsel gimana ya jgn sampai gagal dapet subsidi sih min atau plan lainnya boleh kalo mentahnya aja 300rb kirim ke no rek hehehe,1,12.051977988382742
"[19.73464604255086, 9.114679479800547, 8.905597841648861, 15.58640915603588, 22.69505775487729]",apakah kartu by u bisa,1,15.207278054982686
"[19.73464604255086, 16.424541165590494, 27.03235144753129, 14.788501147829427, 20.439488831012753, 13.793051183201154, 10.920665617536907, 20.400002087964094, 28.86007692205497, 0, 12.677455641351257, 28.347989528796663, 10.530494444068994, 17.41874051650712, 19.0503117006558, 0, 20.400002087964094, 6.5674789260077775, 16.698537861929953, 9.225988045974491, 9.225988045974491, 4.172328363421072, 9.331398626875435, 0, 29.67113496319793, 10.543254597810902, 28.038398044701818, 24.833945697115738, 27.183898312779764, 20.439488831012753, 13.793051183201154, 10.920665617536907, 4.974366438051705, 20.819146806675157, 9.54110520646235, 15.240931564195778, 0, 9.399850865567632, 22.69505775487729, 0, 7.694372766590685, 4.620468165175983, 18.832596729223045, 0, 0, 18.88820266748288, 18.88820266748288, 11.243059064742193, 13.412408982061725]",apakah subsidi ini langsung diberikan dalam bentuk kuota yg sebesar 300k yang dimana setiap daerah harga kuota tsel akan beda beda per satu wilayahnya dan saran saya lebih baik diberikan dalam bentuk pulsa saja biar nanti civitas telyu bisa membelikan kuotanya sesuai dengan harga wilayahnya masing masing thumbs up,1,13.830890717566232
"[0, 15.879250785867304, 0, 28.86007692205497, 0, 6.5674789260077775, 0]",yha ga adil yg gapake tsel gimane,1,7.32954380484715
"[0, 28.038398044701818, 27.03235144753129, 15.07277324632768, 22.663867830218088, 8.320218130169287, 11.707256524344722, 13.953900864461046, 21.04566292176771, 10.423688361113546, 9.114679479800547, 18.832596729223045, 0, 11.533139486658433, 12.638755390065596, 0, 16.698537861929953, 24.833945697115738, 0, 7.952201655863536, 14.76785330469702, 9.310979330426424, 20.14865820599139, 0, 28.347989528796663, 25.670098798085004, 7.883706482934054, 27.39853095151287, 0, 18.88820266748288, 18.88820266748288]",menurut saya ini masih belum efektif dikarenakan beberapa mahasiswa menggunakan kartu dengan operator selain telkomsel group akan lebih menguntungkan jika subsidinya berupa uang rupiah yang di transfer ke rekening masing masing,1,13.908586955119395
"[9.01261759507882, 21.743351687956963, 18.96129084884488, 15.879250785867304, 0, 6.343299476685978, 21.967258484815744, 28.038398044701818, 6.166762303339826, 9.01261759507882, 5.366817828798811, 28.038398044701818, 20.125481828339538, 11.41511909388851, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266]",no nya udah ga aktif tf aja saya dm no rek saya ya beaming face with smiling eyes,1,15.304682278773827
"[18.96129084884488, 9.225988045974491, 14.733252144536689, 22.69505775487729, 4.859124033365965, 18.14499507890788, 0, 10.366388211083422, 0]",udah beda gak bisa diganti lagi aelah bukan rezeky,1,10.998455124176736
"[4.672436771831022, 21.967258484815744, 0, 15.879250785867304, 24.60614524637703, 6.934395957484648, 21.967258484815744, 27.39853095151287, 9.01261759507882, 5.366817828798811, 28.038398044701818, 13.464566986850604]",mentahannya aja bole ga pak kirim aja ke no rek saya hehe,1,14.942306428177867
"[7.5400604373148274, 14.680569555216598, 0, 2.2253941804678083, 5.042625400008161, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",nuhun kampus ter luv aing smiling face with heart eyes,1,11.619923207065145
[0],anjayy,0,0.0
"[10.796262669890053, 20.462859342017907, 28.347989528796663, 16.160470069993472, 9.114679479800547, 0, 8.791752838354096]",trus kalo yang pake kartu pascabayar gimana,1,13.382001989836107
"[4.156063329617791, 20.462859342017907, 9.225988045974491, 1.809646695496786, 13.107410512953546, 28.86007692205497, 25.670098798085004, 11.03231692638874, 0]",yah kalo beda nomer sama yg di ig racias,1,12.702717841398803
"[8.905597841648861, 15.58640915603588, 22.69505775487729, 6.78575271075713, 20.125481828339538, 13.811511003396197, 12.612567376949887, 0, 12.638755390065596, 23.557310129908487]",by u bisa ngga ya itu kan dibawahnya telkomsel juga,1,13.671844319197884
"[10.9360398726983, 16.077804316996474, 20.462859342017907, 26.474804430584268, 28.86007692205497, 0, 9.114679479800547, 12.638755390065596, 7.823599427861093, 20.125481828339538, 12.812116707248052, 15.21786462014611, 15.879250785867304, 7.268261216450961, 16.424541165590494, 21.743351687956963]",punten min kalo kita yg gapke kartu telkomsel gmna ya masa iya ga dapet subsidi nya,1,15.11621794960491
"[0, 0, 15.154276198608368, 0, 19.991453332194787, 23.949859845910467]",bikinin thread dong pliz crying face,1,9.849264896118937
[0],gg,0,0.0
"[7.528971945778206, 7.268261216450961, 15.879250785867304]",alumni dapet ga,1,10.22549464936549
"[10.9360398726983, 8.16500003889718, 8.905597841648861, 15.58640915603588, 22.69505775487729, 15.879250785867304, 3.2848455768513767, 8.905597841648861, 15.58640915603588, 23.557310129908487, 0, 12.638755390065596, 12.612567376949887]",punten admin by u bisa ga yak by u juga termasuk telkomsel kan,1,12.211756993960377
"[12.638755390065596, 0, 6.836889060375294, 28.347989528796663, 0, 12.638755390065596, 0, 0, 22.644803515935426, 19.991453332194787, 23.949859845910467]",telkomsel only guys yang non telkomsel hayu mundur loudly crying face,1,11.549864187576711
[0],bismillah,0,0.0
"[24.60614524637703, 28.038398044701818, 16.160470069993472, 3.6882708169228415, 12.812116707248052, 15.879250785867304, 25.670098798085004, 16.16680262924563, 22.644803515935426, 19.991453332194787, 23.949859845910467]",pak saya pake tri masa ga di kasih loudly crying face,1,19.055242708407437
"[23.224061849289537, 8.727164529072969, 8.905597841648861, 15.58640915603588, 0, 22.69505775487729, 21.054195874878666]",kalau provider by u id bisa tidak,1,14.313212429400457
"[0, 15.07277324632768, 0]",waa masih aktiiifff,1,5.024257748775893
"[0, 5.696290220657556, 6.490001078877856, 12.638755390065596]",haruskah pakai nomor telkomsel,1,6.206261672400252
"[24.60614524637703, 2.053455015956274, 0, 0, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",pak angga gg pan face with tears of joy,1,12.855398604990057
"[4.089886671560835, 0, 11.243059064742193, 13.412408982061725]",kereen pisaan thumbs up,1,7.186338679591188
"[6.566534522643916, 7.7022372451463035, 27.72594088605488, 12.608562517959507, 15.58640915603588, 25.227268328023893, 3.841150438068015, 2.5039263077193943]",sukses selalu untuk tel u luar biasa keren,1,12.720253675206473
[1.4069826512208128],mantep,1,1.4069826512208128
"[25.227268328023893, 3.841150438068015, 2.5039263077193943, 6.566534522643916, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",luar biasa keren sukses thumbs up thumbs up,1,10.931226961257881
"[2.5039263077193943, 12.848807946036755, 27.03235144753129, 8.795444801449408]",keren sih ini mah,1,12.79513262568421
"[4.536158412428656, 0]",bangga sekali♡,1,2.268079206214328
"[12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 19.239648878279354, 11.542032013520027, 22.69505775487729, 5.556631642024532, 0, 27.03235144753129]",smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes semoga segera bisa dimanfaatkan bangsa ini,1,16.485593772817364
"[4.1893967415254005, 4.536158412428656, 15.350085281849346, 16.16680262924563, 21.204059676660677, 8.018354496917027, 17.17747863040405, 14.239074539068866]",turut bangga terima kasih telkom university folded hands,1,12.610176301012457
"[3.5634364696030714, 2.5039263077193943]",maskernya keren,1,3.0336813886612326
"[24.60614524637703, 0, 3.5634364696030714, 24.60614524637703, 11.41511909388851, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266]",pak pengen maskernya pak beaming face with smiling eyes,1,15.289384828452853
"[5.3536248011969665, 5.942758697940844, 5.3536248011969665, 5.942758697940844, 0]",flexed biceps flexed biceps laboratory,1,4.518553399655124
"[11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",red heart red heart red heart,1,12.31635713179157
"[6.7024330298681125, 9.592957148117275, 6.7024330298681125, 2.5039263077193943, 14.680569555216598, 27.03235144753129, 7.496338617675973, 7.496338617675973]",makin lama makin keren kampus ini fire fire,1,10.275918469209092
[0],kerennnnnnnn,0,0.0
[2.5039263077193943],keren,1,2.5039263077193943
"[7.496338617675973, 7.496338617675973, 7.496338617675973]",fire fire fire,1,7.496338617675973
"[21.04566292176771, 28.347989528796663, 0, 0, 15.879250785867304, 0]",mahasiswa yang rakit namanya ga dicantumin,1,10.878817206071945
"[0, 0]",tah nan,0,0.0
"[4.536158412428656, 15.879250785867304, 5.958419462765267]",bangga ga tuh,1,8.791276220353742
"[0, 9.850226794727364, 5.046865778737816, 10.132092299437364, 14.680569555216598, 2.641569583615108, 15.879250785867304, 6.850969917193861, 0, 0, 0, 23.091829314617673, 12.608562517959507, 15.58640915603588, 7.7022372451463035, 0, 29.67113496319793, 0, 0, 26.474804430584268, 5.087892595223034, 14.599676595500178, 15.58640915603588, 12.608562517959507, 15.58640915603588, 11.335749165769135, 13.296965097814006]",bersyukur bgt masuk ni kampus ) ga pernah kepikiran pindah ptn karena tel u selalu gercep dan mendengarkan aspirasi kita proud of u tel u red heart,1,9.93771061580276
"[4.305255886038621, 29.67113496319793, 8.992201925714136, 0, 5.3536248011969665, 5.942758697940844, 0]",semangat dan terus berkarya flexed biceps Indonesia,1,7.752139467726928
"[11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",thumbs up thumbs up,1,12.327734023401959
"[7.496338617675973, 7.496338617675973]",fire fire,1,7.496338617675973
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 2.5039263077193943, 4.6264707894196535, 11.081765679534431, 19.187545053085326, 15.858788282581123, 21.701713341458348]",fire fire fire fire fire keren OK hand light skin tone,1,10.221991140198012
"[0, 22.88279881445002, 24.60614524637703, 0, 0, 10.551355744638256, 12.257544779229658, 0, 17.17747863040405, 14.239074539068866]",wow ada pak kemas jago2 nih semuanya penelitinya folded hands,1,10.171439775416788
"[2.5039263077193943, 0, 13.296965097814006]",keren blue heart,1,5.266963801844467
[-1.0045862828299472],kerenn,0,-1.0045862828299472
"[0, 11.243059064742193, 13.412408982061725, 19.187545053085326, 15.858788282581123, 21.701713341458348, 11.243059064742193, 13.412408982061725, 19.187545053085326, 15.858788282581123, 21.701713341458348]",kereeen thumbs up light skin tone thumbs up light skin tone,1,14.80063904071431
"[-1.0045862828299472, 9.850226794727364, 11.243059064742193, 13.412408982061725]",kerenn bgt thumbs up,1,8.375277139675333
"[1.2117719386785952, 1.4126650161494143]",marufi nuryan,1,1.3122184774140049
"[0, 0, 13.412408982061725, 0, 0, 19.891639781166845]",gelow line up dosen2nya imba semua,1,5.550674793871429
"[28.347989528796663, 0, 24.60614524637703, 0, 13.811511003396197, 24.60614524637703, 2.053455015956274, 12.612567376949887, 0, 17.635530310346113, 6.462220161670616]",yang sebelah pak profesor itu pak angga kan yam dosen fte,1,11.830505808169983
"[1.8871037774193893, 24.60614524637703, 2.053455015956274, 11.243059064742193, 13.412408982061725]",anjay pak angga thumbs up,1,10.640434417311322
"[20.462859342017907, 16.160470069993472, 0, 0, 0, 13.811511003396197, 16.077804316996474]",kalo pake mandiri va ttp itu min,1,9.501806390343436
[3.1715249170406263],akhirnya,1,3.1715249170406263
[0],siip,0,0.0
"[16.160470069993472, 7.963775940095206, 18.442847059281977, 26.474804430584268, 21.967258484815744, 6.634959720684517]",pake duit bpp kita aja hahaha,1,16.27401928424253
"[16.077804316996474, 27.03235144753129, 11.145915243055274, 8.280586368627068, 6.343299476685978, 19.631223214790968, 0, 15.879250785867304]",min ini klo dah tf perlu konfirmasi ga,1,13.048803856694294
"[12.659909348821733, 5.831212233609557, 29.67113496319793, 0, 0, 28.86007692205497, 7.75550262385769, 28.86007692205497, 0, 0, 16.077804316996474, 12.661551932189285, 25.670098798085004, 0, 18.14499507890788, 0, 0, 0]",rumah sakit dan tenaga medis yg mana yg dijadikan prioritas min boleh di spesifikkan lagi target penerima bantuannya,1,10.344020174431972
"[20.462859342017907, 16.160470069993472, 0, 0, 0, 13.811511003396197, 16.077804316996474]",kalo pake mandiri va ttp itu min,1,9.501806390343436
"[1.3990475284004944, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",congrats smiling face with heart eyes,1,14.684938337674096
"[1.3990475284004944, 25.46814050869238, 25.46814050869238, 0]",congrats temen temen infineeds,1,13.083832136446313
"[0, 4.1483930048513376]",mantappp bro,1,2.0741965024256688
"[0, 4.846142869768318, 17.635530310346113, 0, 10.551355744638256, 0, 0, 10.551355744638256, 1.4127859027114182, 0]",wahh bapak dosen idola nih dospem kece nih n works,1,4.499717057210236
"[0, 0, 0]",mba pie wk,0,0.0
"[13.6524301328229, 0, 6.231361254158008, 3.2298676437324865, 14.239074539068866, 19.187545053085326, 15.858788282581123, 21.701713341458348, 3.2298676437324865, 14.239074539068866, 19.187545053085326, 15.858788282581123, 21.701713341458348, 3.2298676437324865, 14.239074539068866, 19.187545053085326, 15.858788282581123, 21.701713341458348]",kak ajenggg ayuning clapping hands light skin tone clapping hands light skin tone clapping hands light skin tone,1,13.47415322037552
"[16.077804316996474, 5.189478656293948, 15.154276198608368, 10.162859133519266, 0, 12.608562517959507, 15.58640915603588, 4.943850681876347, 9.952028462779529, 0, 28.86007692205497, 0, 0, 0, 16.077804316996474, 0, 8.876679450391974, 11.292989608695082, 22.34959285909023, 15.930186391888304, 0, 13.921627912766313, 17.924818148284746, 25.670098798085004, 0, 0, 17.512921666760498]",min mauu dong aku mhasiswa tel u jurusan d3 tt yg msih blum plng min '( butuh banget buat pulang nntinya krna beli di apotik sdah mahal,1,9.929335748114182
"[12.661551932189285, 10.551355744638256]",boleh nih,1,11.60645383841377
"[22.69505775487729, 5.958419462765267, 0, 0, 29.67113496319793, 0, 27.39853095151287, 0, 28.347989528796663, 0]",bisa tuh diproduksi massal dan dibagiin ke masyarakat yang membutuhkan,1,11.407113266115001
"[25.284310090541325, 16.077804316996474]",mau min,1,20.6810572037689
"[0, 0]",ambil bah,0,0.0
[2.5039263077193943],keren,1,2.5039263077193943
"[0, 0, 4.601776917966248, 20.125481828339538, 0]",buset hasil lu ya mi,1,4.945451749261157
"[16.077804316996474, 8.228828212089018, 14.680569555216598, 21.204059676660677, 7.7343958662070085, 10.507665454615738, 0, 7.3677978769161125]",min security kampus telkom menunggu sekali masker y,1,10.725140119837704
"[17.087558738518734, 0, 0, 29.67113496319793, 0, 25.670098798085004, 21.204059676660677, 20.125481828339538, 16.077804316996474, 0, 0, 11.782091718469255, 0, 24.114293637030066, 23.557310129908487, 0, 0, 28.347989528796663, 22.88279881445002, 25.670098798085004, 6.223973927651032, 27.03235144753129, 15.350085281849346, 16.16680262924563, 17.17747863040405, 14.239074539068866]",jangan melupakan security2 dan ob di telkom ya min jajaran tertinggi harus memperhatikan mereka juga sebagai staff yang ada di telu ini terima kasih folded hands,1,13.937711054011078
"[4.536158412428656, 0]",bangga seh,1,2.268079206214328
"[15.194213421410685, 15.194213421410685, 27.39853095151287, 21.04566292176771, 5.990517247721101]",bagi bagi ke mahasiswa wkwkwk,1,16.96462759276461
"[5.6536792871258035, 21.054195874878666, 0]",oh tidak bungggg,1,8.90262505400149
"[0, 0, 0]",uweyyy muhtar rizky,0,0.0
